epoch,step,train_loss,val_loss,val_mae
0,49,0.017617076635360718,,
0,74,,0.004609512165188789,0.05342254042625427
1,99,0.005502006039023399,,
1,149,0.02710031345486641,,
1,149,,0.004198091570287943,0.05085841938853264
2,199,0.005162924528121948,,
2,224,,0.004077416844666004,0.051971081644296646
3,249,0.00913451611995697,,
3,299,0.004225770477205515,,
3,299,,0.004597925581037998,0.0572596937417984
4,349,0.005268279928714037,,
4,374,,0.008511913008987904,0.08002972602844238
5,399,0.013742301613092422,,
5,449,0.007573449052870274,,
5,449,,0.005972232203930616,0.06551600247621536
6,499,0.017741918563842773,,
6,524,,0.005358167923986912,0.05993809923529625
7,549,0.011737482622265816,,
7,599,0.003905727295204997,,
7,599,,0.008550578728318214,0.08091025054454803
8,649,0.00985578540712595,,
8,674,,0.002680202480405569,0.03666156530380249
9,699,0.007933816872537136,,
9,749,0.014577727764844894,,
9,749,,0.0028600310906767845,0.041439853608608246
10,799,0.004888053983449936,,
10,824,,0.002697255229577422,0.03740514814853668
11,849,0.004379282705485821,,
11,899,0.005973168648779392,,
11,899,,0.008389071561396122,0.07983686774969101
12,949,0.005048451013863087,,
12,974,,0.0038265797775238752,0.04530738666653633
13,999,0.0023121291305869818,,
13,1049,0.008521564304828644,,
13,1049,,0.002352473558858037,0.03560858592391014
14,1099,0.013105644844472408,,
14,1124,,0.002696132054552436,0.040099017322063446
15,1149,0.0016644180286675692,,
15,1199,0.005838928744196892,,
15,1199,,0.0034297103993594646,0.04815615713596344
16,1249,0.006717754527926445,,
16,1274,,0.0024558790028095245,0.0371597558259964
17,1299,0.007527770474553108,,
17,1349,0.011708213947713375,,
17,1349,,0.002395587507635355,0.03557176515460014
18,1399,0.0034166486002504826,,
18,1424,,0.004744174424558878,0.05533193424344063
19,1449,0.010416947305202484,,
19,1499,0.003271205350756645,,
19,1499,,0.0037341199349611998,0.04855732619762421
20,1549,0.001373120117932558,,
20,1574,,0.0038447496481239796,0.04751572757959366
21,1599,0.007775322999805212,,
21,1649,0.010078180581331253,,
21,1649,,0.004012549761682749,0.048108503222465515
22,1699,0.008928576484322548,,
22,1724,,0.0030323287937790155,0.04171048477292061
23,1749,0.006074431352317333,,
23,1799,0.0031666101422160864,,
23,1799,,0.0036645138170570135,0.04744381085038185
24,1849,0.005678095389157534,,
24,1874,,0.003826814005151391,0.044972456991672516
25,1899,0.0032468067947775126,,
25,1949,0.0020977237727493048,,
25,1949,,0.002990911016240716,0.038908664137125015
26,1999,0.004091680981218815,,
26,2024,,0.0025656824000179768,0.03533729910850525
27,2049,0.013354068621993065,,
27,2099,0.004354425240308046,,
27,2099,,0.0021498992573469877,0.03283853828907013
28,2149,0.014130277559161186,,
28,2174,,0.002289355732500553,0.03401857987046242
29,2199,0.010361550375819206,,
29,2249,0.005475174635648727,,
