epoch,step,train_loss,val_loss,val_mae
0,49,1.0216319561004639,,
0,74,,0.3277319669723511,0.3837532699108124
1,99,2.093796491622925,,
1,149,0.9435344338417053,,
1,149,,0.3328598439693451,0.3872009813785553
2,199,0.8274173736572266,,
2,224,,0.3260490894317627,0.39202362298965454
3,249,0.9468120336532593,,
3,299,1.0584505796432495,,
3,299,,0.3384872078895569,0.3929562270641327
4,349,0.6935981512069702,,
4,374,,0.33368730545043945,0.38996222615242004
5,399,0.31391459703445435,,
5,449,1.3232336044311523,,
5,449,,0.3305343687534332,0.38622045516967773
6,499,1.6699960231781006,,
6,524,,0.3335684835910797,0.39102044701576233
7,549,1.281880497932434,,
7,599,0.6442404389381409,,
7,599,,0.3365243971347809,0.3920974135398865
8,649,0.9610311985015869,,
8,674,,0.34811073541641235,0.4015180766582489
9,699,0.6573563814163208,,
9,749,0.6693503856658936,,
9,749,,0.35619550943374634,0.4112361669540405
10,799,1.3449233770370483,,
10,824,,0.34570029377937317,0.39839497208595276
11,849,0.7095921635627747,,
11,899,0.5388513207435608,,
11,899,,0.3817015588283539,0.4319753646850586
12,949,0.7234663367271423,,
12,974,,0.36212825775146484,0.4083627164363861
13,999,0.5034862756729126,,
13,1049,0.6317439079284668,,
13,1049,,0.3593622148036957,0.4052640497684479
14,1099,0.6032796502113342,,
14,1124,,0.36188259720802307,0.4057995676994324
15,1149,1.0002737045288086,,
15,1199,0.870327889919281,,
15,1199,,0.38085728883743286,0.42037007212638855
16,1249,1.0926932096481323,,
16,1274,,0.38967007398605347,0.42963123321533203
17,1299,0.5293403267860413,,
17,1349,0.5604867339134216,,
17,1349,,0.392104834318161,0.4282904863357544
18,1399,0.48105961084365845,,
18,1424,,0.40209314227104187,0.437019407749176
19,1449,1.00206458568573,,
19,1499,0.8439218997955322,,
19,1499,,0.3980369567871094,0.4323974549770355
20,1549,0.44385993480682373,,
20,1574,,0.4156549274921417,0.44586923718452454
21,1599,0.8070887327194214,,
21,1649,0.28952962160110474,,
21,1649,,0.4223026931285858,0.4509808123111725
22,1699,0.246916264295578,,
22,1724,,0.4247151017189026,0.4518166184425354
23,1749,0.5183742046356201,,
23,1799,0.5611230134963989,,
23,1799,,0.4366212785243988,0.46150657534599304
24,1849,0.4468487799167633,,
24,1874,,0.4486962556838989,0.4701879620552063
25,1899,0.6459106802940369,,
25,1949,1.1036323308944702,,
25,1949,,0.45697304606437683,0.47809261083602905
26,1999,0.3715946674346924,,
26,2024,,0.4553753435611725,0.47585973143577576
27,2049,0.47462648153305054,,
27,2099,0.6921548247337341,,
27,2099,,0.4520890414714813,0.4728766083717346
28,2149,0.4871928095817566,,
28,2174,,0.4606375992298126,0.48035338521003723
29,2199,0.3520548641681671,,
29,2249,1.0028935670852661,,
29,2249,,0.4591343104839325,0.47872427105903625
30,2299,0.45944833755493164,,
30,2324,,0.4763341546058655,0.4935736358165741
31,2349,0.5610225200653076,,
31,2399,0.5534613132476807,,
31,2399,,0.47655123472213745,0.49352791905403137
32,2449,0.3880802392959595,,
32,2474,,0.47645264863967896,0.49342724680900574
33,2499,0.21262840926647186,,
33,2549,0.6632826328277588,,
33,2549,,0.4785624146461487,0.4948920011520386
34,2599,0.8704317212104797,,
34,2624,,0.47988566756248474,0.4954265058040619
35,2649,0.559158444404602,,
35,2699,0.4373987913131714,,
35,2699,,0.48346155881881714,0.49828487634658813
36,2749,0.5242856740951538,,
36,2774,,0.48515403270721436,0.49950602650642395
37,2799,0.41420552134513855,,
37,2849,0.7854968905448914,,
37,2849,,0.4857421815395355,0.5000172257423401
38,2899,0.37098053097724915,,
38,2924,,0.48643410205841064,0.5006863474845886
39,2949,0.4502693712711334,,
39,2999,0.22253426909446716,,
39,2999,,0.4885876178741455,0.5024896860122681
40,3049,0.5590066909790039,,
40,3074,,0.4903917908668518,0.5040363669395447
41,3099,0.6018190979957581,,
41,3149,0.7838824391365051,,
41,3149,,0.4921000897884369,0.5054185390472412
42,3199,0.2972503900527954,,
42,3224,,0.4924107789993286,0.5055573582649231
43,3249,0.39517951011657715,,
43,3299,0.32123512029647827,,
43,3299,,0.49668243527412415,0.5091227293014526
44,3349,0.3703030049800873,,
44,3374,,0.49926862120628357,0.5111521482467651
45,3399,0.3179067373275757,,
45,3449,0.5230802893638611,,
45,3449,,0.4983336925506592,0.5102880001068115
46,3499,0.5705422759056091,,
46,3524,,0.500519871711731,0.5122013092041016
47,3549,0.3610631823539734,,
47,3599,0.7471140623092651,,
47,3599,,0.4993629455566406,0.511279821395874
48,3649,0.3387952148914337,,
48,3674,,0.5006067752838135,0.5121808648109436
49,3699,0.8078219890594482,,
49,3749,0.3755331039428711,,
49,3749,,0.5015633702278137,0.512920081615448
50,3799,0.3483811020851135,,
50,3824,,0.5008723139762878,0.5123452544212341
51,3849,0.5596334934234619,,
51,3899,0.7585400938987732,,
51,3899,,0.5007725954055786,0.5121746063232422
52,3949,0.34241345524787903,,
52,3974,,0.5019316077232361,0.5130857229232788
53,3999,0.44339001178741455,,
53,4049,0.18599344789981842,,
53,4049,,0.5030567049980164,0.5140206217765808
54,4099,0.40074676275253296,,
54,4124,,0.5036498308181763,0.5145314931869507
55,4149,0.6850180625915527,,
55,4199,0.6634865403175354,,
55,4199,,0.5033803582191467,0.5143007040023804
56,4249,0.5950333476066589,,
56,4274,,0.5035690069198608,0.5144663453102112
57,4299,0.5538544058799744,,
57,4349,0.26824021339416504,,
57,4349,,0.5034455060958862,0.5143570899963379
58,4399,0.640842616558075,,
58,4424,,0.5037235617637634,0.5145574808120728
59,4449,0.6575360894203186,,
59,4499,0.42059072852134705,,
59,4499,,0.5041353106498718,0.5149284601211548
60,4549,0.5245236158370972,,
60,4574,,0.5045037269592285,0.5152126550674438
61,4599,0.3439130485057831,,
61,4649,0.3322555422782898,,
61,4649,,0.5044890642166138,0.5152019262313843
62,4699,1.0608569383621216,,
62,4724,,0.5046160817146301,0.5153230428695679
63,4749,0.38150227069854736,,
63,4799,0.5775935649871826,,
63,4799,,0.5045154690742493,0.5152493119239807
64,4849,0.6810920834541321,,
64,4874,,0.5044564604759216,0.5151945948600769
65,4899,0.353736013174057,,
65,4949,0.44989141821861267,,
65,4949,,0.5045540928840637,0.5152631402015686
66,4999,0.7105592489242554,,
66,5024,,0.504664421081543,0.5153545141220093
67,5049,1.0331168174743652,,
67,5099,0.4918762147426605,,
67,5099,,0.5046217441558838,0.515324592590332
68,5149,0.5027827024459839,,
68,5174,,0.504854142665863,0.5155242085456848
