epoch,step,train_loss,val_loss,val_mae
0,49,0.9554845094680786,,
0,74,,0.33393967151641846,0.3868384063243866
1,99,0.756169319152832,,
1,149,0.8766952157020569,,
1,149,,0.32999545335769653,0.38404959440231323
2,199,0.9318075776100159,,
2,224,,0.3298618793487549,0.3858344256877899
3,249,0.5988054275512695,,
3,299,0.8128369450569153,,
3,299,,0.3283204734325409,0.385780394077301
4,349,0.32986173033714294,,
4,374,,0.32709622383117676,0.3847440779209137
5,399,1.9167468547821045,,
5,449,1.29880690574646,,
5,449,,0.3342186212539673,0.390617698431015
6,499,0.40896129608154297,,
6,524,,0.3475373089313507,0.4042097330093384
7,549,0.6393860578536987,,
7,599,0.6409184336662292,,
7,599,,0.3306068181991577,0.38776445388793945
8,649,0.4084855318069458,,
8,674,,0.34984058141708374,0.40440836548805237
9,699,0.8105103969573975,,
9,749,0.6230469942092896,,
9,749,,0.34322410821914673,0.3981761336326599
10,799,0.5995150804519653,,
10,824,,0.3456974923610687,0.4022971987724304
11,849,1.47247314453125,,
11,899,0.6120349764823914,,
11,899,,0.36516207456588745,0.41887399554252625
12,949,0.8264505863189697,,
12,974,,0.3576042056083679,0.41211262345314026
13,999,0.5454395413398743,,
13,1049,0.42422083020210266,,
13,1049,,0.37941136956214905,0.4302026927471161
14,1099,1.008612036705017,,
14,1124,,0.38332971930503845,0.4316432774066925
15,1149,0.47537514567375183,,
15,1199,0.6875760555267334,,
15,1199,,0.3907308876514435,0.43664905428886414
16,1249,1.192994236946106,,
16,1274,,0.4080318510532379,0.4522521197795868
17,1299,0.7213757634162903,,
17,1349,0.9104289412498474,,
17,1349,,0.41500675678253174,0.45718151330947876
18,1399,0.5814933180809021,,
18,1424,,0.411792129278183,0.4513860046863556
19,1449,0.7067052125930786,,
19,1499,0.2998493015766144,,
19,1499,,0.42687463760375977,0.4641121029853821
20,1549,0.6377874612808228,,
20,1574,,0.44522354006767273,0.4772736430168152
21,1599,0.7847201824188232,,
21,1649,0.3633488118648529,,
21,1649,,0.4295252561569214,0.46084001660346985
22,1699,1.6889469623565674,,
22,1724,,0.46021705865859985,0.489899218082428
23,1749,0.7470126748085022,,
23,1799,0.3947688937187195,,
23,1799,,0.4548381268978119,0.48366084694862366
24,1849,1.1855990886688232,,
24,1874,,0.47687605023384094,0.5014761090278625
25,1899,0.8897297978401184,,
25,1949,0.2112707495689392,,
25,1949,,0.473069429397583,0.4972896873950958
26,1999,0.5534390807151794,,
26,2024,,0.4804910719394684,0.5019615292549133
27,2049,0.7888566851615906,,
27,2099,0.5544226765632629,,
27,2099,,0.4834860861301422,0.501179575920105
28,2149,0.5562968254089355,,
28,2174,,0.5000375509262085,0.5140792727470398
29,2199,0.5356125831604004,,
29,2249,0.3005073666572571,,
29,2249,,0.5056352019309998,0.517490029335022
30,2299,0.734065055847168,,
30,2324,,0.5184878706932068,0.5273239612579346
31,2349,0.3006149232387543,,
31,2399,0.5746556520462036,,
31,2399,,0.5153700709342957,0.5260818600654602
32,2449,0.5590341687202454,,
32,2474,,0.5221151113510132,0.5321893692016602
33,2499,0.5442994832992554,,
