Date,Close,Open,High,Low,Volume,Change,SMA_7,SMA_21,EMA_12,EMA_26,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,STOCHk_14_3_3,STOCHd_14_3_3,ROC_10,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,BBB_5_2.0,ATRr_14,OBV,daily_return,log_return,price_range,body_size,close_lag_1,return_lag_1,log_return_lag_1,close_lag_2,return_lag_2,log_return_lag_2,close_lag_3,return_lag_3,log_return_lag_3,close_lag_5,return_lag_5,log_return_lag_5,close_lag_7,return_lag_7,log_return_lag_7,close_lag_14,return_lag_14,log_return_lag_14,day_of_week,is_weekend
2016-05-12,-0.930287899902453,-0.9298398398199299,-0.930535735084844,-0.929667010936378,-0.1145015366397225,0.05026290777902527,-0.929972766536963,-0.9294477323763141,-0.9313097701515963,-0.9329361323945338,-0.03947907690902667,-0.001842476119776297,-0.04096664803615932,0.18753262706792545,0.10549299061810377,-0.027139032382312658,-0.0035464028040000073,-0.9156646047322928,-0.9294740371317792,-0.9334143730627393,-1.292375041214033,-0.03597474557957679,-0.9386165854475484,-0.8645267703666925,0.29101714304649395,0.04774216689243044,0.06709812958036192,-0.8889447668727426,-0.7189935680120961,-0.9298383607926786,0.11519976207697762,0.13354120844255093,-0.9294593024679528,-0.6553265892292158,-0.6362194158965779,-0.9282350692345926,0.0794126865631756,0.09831716265458121,-0.9272210349386169,-0.11736100043594463,-0.09627791235153933,-0.9267055133535582,0.07143152139476848,0.09045261897894175,-0.9227244543153406,0.026350981641494756,0.04599276464292471,-0.0006187801309267439,-0.6325468152169517
2016-05-13,-0.9302279176069623,-0.9297258947686889,-0.9304247531011035,-0.9294751910834081,-0.11457734287070426,-0.002309360103139977,-0.9300087940928304,-0.9294187869905118,-0.9312877862063724,-0.9329024523301294,-0.039657052280546966,-0.0018520611028867763,-0.04115095886179026,0.23969235228106206,0.24929521843432992,0.18999972014905153,-0.09185982774720693,-0.9156417090263086,-0.929458091188588,-0.9334039675211131,-1.2945293891313738,0.05808755642130262,-0.9655350018677504,-0.8647645754669248,0.29106183345540715,-0.0022807840615879102,0.01771161208670827,-0.9499007894719849,-0.7821675564771478,-0.9297244147301607,0.04762769587969895,0.06698480603561144,-0.9292734235446817,0.11541831092579462,0.13375951080196816,-0.9288945226037232,-0.6553266704981693,-0.6362194950639272,-0.9272569923817118,-0.09020585656367355,-0.06933266129284191,-0.9260165722438304,0.584690256334075,0.5911018681982669,-0.922335531480974,0.30512708746413064,0.3196616775043636,0.4995618257015982,-0.6325468152169517
2016-05-14,-0.9301679353114717,-0.9296659236890885,-0.9303955473159087,-0.929345248602364,-0.11463162554681798,0.00019408122458217366,-0.9300268078707641,-0.9294007319478826,-0.9312599250163465,-0.9328667887603036,-0.03977486507157754,-0.0016851550252827932,-0.04132317661716031,0.2939244426573126,0.39309744625055626,0.26481228143228475,0.0026375858478359126,-0.9156410150407462,-0.92946170159082,-0.9334109102279894,-1.2964556841383892,0.19479886008832495,-1.084385426050155,-0.8650948755385702,0.2910899253580151,-0.0024017605581905816,0.017592055437432988,-1.0306105058414456,-0.7823206430575084,-0.9296644431183091,-0.00239539091669694,0.0175982670321242,-0.9291594977529994,0.04785208738756841,0.06720857675481531,-0.928708676654241,0.11541822441678407,0.1337594252486871,-0.9271071697021498,0.07922608150704612,0.0981315178640125,-0.9260824709586739,-0.11762137483155727,-0.0965336788895357,-0.9227244543153406,-0.4152387176129258,-0.39378605999386096,0.9997424315341231,1.5809106550588177
2016-05-15,-0.9300659654091376,-0.929605952609488,-0.9302436772328956,-0.929258620281668,-0.11462783523526889,0.03524225981269235,-0.9300250922728657,-0.9293992990079915,-0.9312206091998718,-0.9328261537838792,-0.03979238947867444,-0.0012606228523089301,-0.041464635172688884,0.38833769511868477,0.6375612335381471,0.4534590705790114,-0.008450357215574715,-0.9156255050141475,-0.9294725327975158,-0.9334422167170408,-1.3077542460613336,0.4567821157068318,-1.1466149655168256,-0.8653194719604544,0.29111917625856953,0.03587368466582064,0.05538954574079959,-0.9715325075354547,-0.7339595156026423,-0.9296044715064575,-0.0025163677418235113,0.01747871033077714,-0.9290995368100088,-0.0021666741327577748,0.017826095413012336,-0.9285947710723003,0.0478520013379198,0.06720849175348409,-0.9277663894922222,-0.6555441764919502,-0.6364329757356887,-0.926118415712225,-0.09046812253429143,-0.06959035950843388,-0.9225030674711626,0.14885514745848122,0.16662488819246973,1.4999230373666481,1.5809106550588177
2016-05-16,-0.9302579087547077,-0.9295040017741671,-0.9302845653321683,-0.9295246929809488,-0.11455834619020228,-0.23512940358130033,-0.930072271215073,-0.9294187869905118,-0.9312169720192544,-0.9328028594457304,-0.04009380969922751,-0.0017447790317004584,-0.04164117294629431,0.1395985500347567,0.10080516468929193,0.4008113656427184,-0.2554210458486059,-0.9155560017840458,-0.9295059290181615,-0.9335556631872315,-1.3515659393955561,0.15121628856700842,-1.2059557032239532,-0.8652816934182724,0.2910686770623293,-0.2322461900843685,-0.21060220177457228,-0.7888918983594946,-0.6282106366730105,-0.9295025197663098,0.0357591814230265,0.055276217096485454,-0.9290395758670181,-0.0022876404975509233,0.01770654853459792,-0.9285348207660157,-0.0021667598423442454,0.01782601082124188,-0.9275806093695654,0.11523313364578118,0.1335751235723121,-0.9259686459057623,0.07895201323404859,0.09786181431203525,-0.9229817417288445,-0.5004850263278604,-0.47958855246203935,-1.5011605976285016,-0.6325468152169517
2016-05-17,-0.9303538804274927,-0.9296959092288887,-0.9304773235144543,-0.9294628156090229,-0.11456723537324003,-0.14750895711102496,-0.9300388170560533,-0.9294551836637484,-0.9312287094292394,-0.932788455934122,-0.04049579788206688,-0.002423922540024196,-0.041866917616864084,0.01772707737072493,-0.36617831661911276,0.13160729896847584,-0.26388326900647313,-0.9155081188815821,-0.9294869744064438,-0.933559421678191,-1.362583505168587,-0.143148824974575,-1.176408346489767,-0.8655408436652677,0.29102089599222547,-0.14542490753162687,-0.12415724699963189,-1.004009946379854,-0.7397284387532517,-0.9296944289242348,-0.2323614214337729,-0.21071564626909242,-0.9289376422639339,0.035984599149085396,0.05550094980844431,-0.928474870459731,-0.002287726206314981,0.017706463943818942,-0.9274667441330984,0.047664068933858,0.06702166807380457,-0.9266276330541977,-0.6557670620843786,-0.6366500191075204,-0.9226167526073621,0.28609818694163636,0.3010771477714158,-1.0009799917959767,-0.6325468152169517
2016-05-18,-0.9302998963615511,-0.9297918629562495,-0.9304598000433374,-0.9294195014486749,-0.11457635017006045,-0.004812801430862138,-0.9300242344739165,-0.929434549329315,-0.9312303076326434,-0.9327710888567933,-0.04078696234054077,-0.0026456595851767667,-0.04210872809944601,0.07864330588229956,-0.22830248364622485,-0.17538792628504027,-0.2391354256043425,-0.9154717197292702,-0.929469824995842,-0.9335574196013984,-1.369694519293462,-0.04103413168473397,-1.1657489435828037,-0.8658088534428352,0.29106588994821986,-0.007669732142902136,0.012385352493844405,-1.0245870717908891,-0.7889882936752161,-0.9297903835031974,-0.14553990310906623,-0.12427065384386433,-0.9291295172815042,-0.23211282049968743,-0.21046905932288104,-0.9283729549390471,0.03598451318012018,0.05550086490421199,-0.9274068150612736,-0.0023567958857521254,0.01763731575113169,-0.9264419184941841,0.1149565571909026,0.13330287910435284,-0.9228860068773082,-0.30779445509157305,-0.28606208629087077,-0.5007993859634516,-0.6325468152169517
2016-05-19,-0.9309896927596933,-0.929737888984609,-0.9305415762418828,-0.9301187157514362,-0.114455511428055,-0.6957626078821768,-0.9301245969509756,-0.9294511714320529,-0.9313381429461421,-0.9328065089672154,-0.04190575569972052,-0.005224584188390269,-0.042537392870810514,-0.7013464602428344,-1.6974507851453382,-0.8129663112278133,-0.46957498274368004,-0.9155900356836452,-0.9295068316187195,-0.9335307056980447,-1.3379791778745005,-1.6519366038229295,-0.7969388015926355,-0.8653803056679787,0.29098394603388356,-0.6912184720725104,-0.672661318752914,-0.508250285933347,-0.025495840819015896,-0.9297364090525309,-0.00778435363224417,0.01227200511945802,-0.9292254547902892,-0.1452988092494057,-0.12403116932962405,-0.928564795919158,-0.23211290464594092,-0.21046914202125255,-0.9273468859894489,-0.0024777673372059733,0.017517764343379812,-0.9263280934412725,0.04739219920984918,0.06675419475526298,-0.9227483880282246,0.07149663110834881,0.09051684996434764,-0.0006187801309267439,-0.6325468152169517
2016-05-20,-0.9310256821369878,-0.9304275564000145,-0.9309738218627666,-0.9304714167714132,-0.11450496596921929,-0.08742636524569324,-0.9302386842112224,-0.9294881412812459,-0.9314349438455429,-0.9328419923607586,-0.04285347289526791,-0.0067913113016941275,-0.04307957382644346,-0.7357903099075525,-1.1336028723983722,-1.085059562961061,-0.30108931132551797,-0.9156735093276424,-0.92952608709729,-0.9334997080013366,-1.312423500798639,-1.5670112763413517,-0.7356882442725102,-0.8650986920640955,0.29091712428323013,-0.09130271664310531,-0.07042174826245555,-0.5951035360624466,-0.8088538972633907,-0.9304260825888239,-0.6913349498075202,-0.6727749644929405,-0.9291714899415975,-0.00755517088842594,0.012500271112888348,-0.9286607164092133,-0.14529889398588092,-0.12403125274488072,-0.9272450065673468,0.03579608166503606,0.05531359755421785,-0.9262681855186875,-0.002625181252687455,0.01737338274649355,-0.922060293782807,0.5847570588565811,0.591167155705109,0.4995618257015982,-0.6325468152169517
2016-05-21,-0.9309357086937518,-0.9304635390477748,-0.9311256919457797,-0.9302053440721323,-0.11461971313909228,0.030235377157248024,-0.9303484824767229,-0.9295021840921797,-0.9315029632135506,-0.9328681298672699,-0.043500926274100855,-0.007173415956727311,-0.04364943992396375,-0.616679385270719,-0.9538500876280893,-1.3423051845247749,-0.3270792206407107,-0.9157488610065594,-0.9295519616466191,-0.9334867836161086,-1.293195283019816,-1.2409343442831047,-0.7727454387720418,-0.8653093307457634,0.29094885875081283,0.027564727870072133,0.04718923995343805,-0.9525943360586648,-0.7444453803979505,-0.9304620655559348,-0.09141756524626689,-0.07053513170269649,-0.9298610407859902,-0.6910466634532411,-0.6724904141577319,-0.9286067611335571,-0.007555256561377683,0.012500186565288385,-0.9274367795971861,-0.2323126115357727,-0.21066648852718237,-0.9262082775961025,-0.0027461442775030573,0.017253839909260292,-0.9221261114932382,-0.11755688864449171,-0.09646984250180929,0.9997424315341231,1.5809106550588177
