epoch,step,train_loss,val_loss,val_mae
0,49,0.3969084918498993,,
0,74,,0.3355780839920044,0.38714367151260376
1,99,1.0775593519210815,,
1,149,0.65622878074646,,
1,149,,0.3423687219619751,0.3942994475364685
2,199,0.6420767903327942,,
2,224,,0.3364693224430084,0.39083704352378845
3,249,1.1277731657028198,,
3,299,0.5273808836936951,,
3,299,,0.3364717960357666,0.3900304138660431
4,349,1.1228365898132324,,
4,374,,0.3317260444164276,0.38709455728530884
5,399,0.4791194498538971,,
5,449,0.6377379894256592,,
5,449,,0.34020718932151794,0.39585205912590027
6,499,0.7281396389007568,,
6,524,,0.3356150984764099,0.3896748423576355
7,549,0.6089951992034912,,
7,599,0.49065127968788147,,
7,599,,0.3342420756816864,0.3904883861541748
8,649,0.37154728174209595,,
8,674,,0.3327719271183014,0.392227441072464
9,699,0.5202175378799438,,
9,749,0.5325213670730591,,
9,749,,0.33697688579559326,0.39037230610847473
10,799,1.0915725231170654,,
10,824,,0.3419231176376343,0.39428359270095825
11,849,0.9635307788848877,,
11,899,1.3069099187850952,,
11,899,,0.35050246119499207,0.400765985250473
12,949,0.32495665550231934,,
12,974,,0.36230388283729553,0.4093894958496094
13,999,1.315912127494812,,
13,1049,0.3825632631778717,,
13,1049,,0.3643327057361603,0.40628859400749207
14,1099,0.43906402587890625,,
14,1124,,0.40020516514778137,0.4333514869213104
15,1149,0.4731122851371765,,
15,1199,0.45002424716949463,,
15,1199,,0.3645482063293457,0.40625834465026855
16,1249,0.7748521566390991,,
16,1274,,0.4231288731098175,0.4536510407924652
17,1299,0.7618837356567383,,
17,1349,0.8031929731369019,,
17,1349,,0.42198359966278076,0.4502638578414917
18,1399,0.8508034348487854,,
18,1424,,0.462818443775177,0.48466265201568604
19,1449,0.7945501804351807,,
19,1499,0.5045844316482544,,
19,1499,,0.4713839888572693,0.49067792296409607
20,1549,1.7521730661392212,,
20,1574,,0.4913024306297302,0.5041604042053223
21,1599,0.6085990071296692,,
21,1649,1.6414194107055664,,
21,1649,,0.4834521412849426,0.496652215719223
22,1699,0.6220875382423401,,
22,1724,,0.5724014043807983,0.5595061182975769
23,1749,0.5004605054855347,,
23,1799,0.4116876423358917,,
23,1799,,0.5446407794952393,0.5414485335350037
24,1849,0.6716398000717163,,
24,1874,,0.5599480867385864,0.5501997470855713
25,1899,0.5973745584487915,,
25,1949,0.8106585741043091,,
25,1949,,0.5965886116027832,0.5744912028312683
26,1999,0.3989439606666565,,
26,2024,,0.6097801327705383,0.5805165767669678
27,2049,0.5388004779815674,,
27,2099,0.8434886336326599,,
27,2099,,0.6135314702987671,0.5832655429840088
28,2149,0.3600131571292877,,
28,2174,,0.6470598578453064,0.6018820405006409
29,2199,0.36936914920806885,,
29,2249,0.3295041620731354,,
29,2249,,0.6248980760574341,0.5870104432106018
30,2299,0.5530385971069336,,
30,2324,,0.6626957058906555,0.6091406941413879
31,2349,0.5957814455032349,,
31,2399,0.4896179437637329,,
31,2399,,0.6590835452079773,0.6075875163078308
32,2449,0.6612504124641418,,
32,2474,,0.6738188862800598,0.6166587471961975
33,2499,0.822422206401825,,
33,2549,0.17608755826950073,,
33,2549,,0.6754427552223206,0.6168593168258667
34,2599,0.39054328203201294,,
34,2624,,0.7127573490142822,0.6367185115814209
35,2649,0.32878920435905457,,
35,2699,0.46133631467819214,,
35,2699,,0.7099218368530273,0.6345982551574707
36,2749,0.26643049716949463,,
36,2774,,0.7104721665382385,0.6343469023704529
37,2799,0.6953253746032715,,
37,2849,0.6699069738388062,,
37,2849,,0.7155629992485046,0.6369421482086182
38,2899,0.8905550837516785,,
38,2924,,0.7613317370414734,0.6622498035430908
39,2949,1.1822975873947144,,
39,2999,0.6357148289680481,,
39,2999,,0.7639400959014893,0.6628397703170776
40,3049,0.47694092988967896,,
40,3074,,0.7599928975105286,0.6603463888168335
41,3099,0.3990563452243805,,
41,3149,0.27316996455192566,,
41,3149,,0.7625533938407898,0.6613729596138
42,3199,0.7052132487297058,,
42,3224,,0.763201892375946,0.661446750164032
43,3249,0.4879840314388275,,
43,3299,1.145758032798767,,
43,3299,,0.7636849284172058,0.6612447500228882
44,3349,0.8002520203590393,,
44,3374,,0.7677098512649536,0.6634007096290588
45,3399,1.0156008005142212,,
45,3449,0.47212544083595276,,
45,3449,,0.7779349684715271,0.6687143445014954
46,3499,0.6568468809127808,,
46,3524,,0.7688788771629333,0.6635826826095581
47,3549,0.41922813653945923,,
47,3599,0.1772407442331314,,
47,3599,,0.7794334292411804,0.6690276861190796
48,3649,0.3034534156322479,,
48,3674,,0.7801654934883118,0.6695358753204346
49,3699,0.32301291823387146,,
49,3749,0.4259571433067322,,
49,3749,,0.7802372574806213,0.6693121194839478
50,3799,0.36382511258125305,,
50,3824,,0.7866870760917664,0.6726689338684082
51,3849,0.8537060022354126,,
51,3899,0.5856854915618896,,
51,3899,,0.7914437055587769,0.674996018409729
52,3949,0.5491698980331421,,
52,3974,,0.7901608347892761,0.6742923259735107
53,3999,0.3478623032569885,,
53,4049,0.940750777721405,,
53,4049,,0.7896295785903931,0.6739743947982788
54,4099,0.5121163129806519,,
54,4124,,0.7893368601799011,0.6737779974937439
55,4149,0.4396513104438782,,
55,4199,0.37781623005867004,,
55,4199,,0.7926813364028931,0.6754717230796814
56,4249,0.8374254703521729,,
56,4274,,0.7947682738304138,0.6764481663703918
57,4299,0.37314164638519287,,
57,4349,0.8317313194274902,,
57,4349,,0.7939430475234985,0.6759496927261353
58,4399,0.6748971939086914,,
58,4424,,0.7953276038169861,0.6766989827156067
59,4449,0.43206971883773804,,
59,4499,0.2096264660358429,,
59,4499,,0.7969894409179688,0.6775270104408264
60,4549,0.5816642045974731,,
60,4574,,0.797208309173584,0.6776107549667358
61,4599,0.5333747267723083,,
61,4649,0.155868262052536,,
61,4649,,0.798473596572876,0.6782383322715759
62,4699,0.707719087600708,,
62,4724,,0.7975372672080994,0.6777263283729553
63,4749,0.5509198904037476,,
63,4799,0.13378435373306274,,
63,4799,,0.7993320822715759,0.6786547899246216
64,4849,0.2914210557937622,,
64,4874,,0.7988657355308533,0.6783824563026428
65,4899,0.33688458800315857,,
65,4949,0.28695130348205566,,
65,4949,,0.7994841933250427,0.6786720156669617
66,4999,1.0341514348983765,,
66,5024,,0.799405574798584,0.6786252856254578
67,5049,0.8163082599639893,,
67,5099,0.3189360201358795,,
67,5099,,0.7997602224349976,0.6788015365600586
68,5149,0.44768306612968445,,
68,5174,,0.8001867532730103,0.6790245175361633
69,5199,0.2630700170993805,,
69,5249,0.8959334492683411,,
69,5249,,0.8001360297203064,0.6789750456809998
70,5299,0.4564927816390991,,
70,5324,,0.8002663850784302,0.6790370345115662
71,5349,0.45328009128570557,,
71,5399,0.3715621829032898,,
71,5399,,0.7997036576271057,0.6787367463111877
72,5449,0.3333947956562042,,
72,5474,,0.8007605671882629,0.679275393486023
73,5499,0.8942059278488159,,
73,5549,0.30915695428848267,,
73,5549,,0.800689160823822,0.6792261600494385
74,5599,0.5354830026626587,,
74,5624,,0.8008769154548645,0.6793193221092224
75,5649,0.40108463168144226,,
75,5699,0.3642544448375702,,
75,5699,,0.8009397387504578,0.6793386340141296
76,5749,0.6691327691078186,,
76,5774,,0.8008323311805725,0.6792798638343811
77,5799,0.23721405863761902,,
77,5849,0.6218053102493286,,
77,5849,,0.8008850812911987,0.6793083548545837
78,5899,0.6478826999664307,,
78,5924,,0.8010067939758301,0.6793684959411621
79,5949,0.5821937918663025,,
79,5999,0.3281738758087158,,
79,5999,,0.8009811043739319,0.6793514490127563
80,6049,0.23222972452640533,,
80,6074,,0.8010147213935852,0.6793657541275024
81,6099,0.4277995824813843,,
81,6149,0.4555680453777313,,
81,6149,,0.8010607361793518,0.6793904900550842
82,6199,0.4755491316318512,,
82,6224,,0.801257848739624,0.6794902682304382
83,6249,0.5167021751403809,,
83,6299,1.0748498439788818,,
83,6299,,0.8011106848716736,0.6794123649597168
84,6349,0.4782383441925049,,
84,6374,,0.8011793494224548,0.679445207118988
85,6399,0.41479504108428955,,
85,6449,0.2566799819469452,,
